Age Group,Week,Time Period,Year,State,Note,State Abbreviation,Suppress,Type,Week Ending Date,averagecount,difference,Number of Deaths,Number of Records,pctdifference
75-84 years,27,2015-2019,2018,United States,  ,US,,Predicted (weighted),7/7/2018,11738,,12188,1,
75-84 years,28,2015-2019,2018,United States,  ,US,,Predicted (weighted),7/14/2018,11802,,12072,1,
75-84 years,29,2015-2019,2018,United States,  ,US,,Predicted (weighted),7/21/2018,11703,,11851,1,
75-84 years,30,2015-2019,2018,United States,  ,US,,Predicted (weighted),7/28/2018,11643,,11809,1,
75-84 years,31,2015-2019,2018,United States,  ,US,,Predicted (weighted),8/4/2018,11645,,12020,1,
75-84 years,32,2015-2019,2018,United States,  ,US,,Predicted (weighted),8/11/2018,11676,,12000,1,
75-84 years,33,2015-2019,2018,United States,  ,US,,Predicted (weighted),8/18/2018,11718,,11857,1,
75-84 years,34,2015-2019,2018,United States,  ,US,,Predicted (weighted),8/25/2018,11705,,12081,1,
75-84 years,35,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/1/2018,11755,,11889,1,
75-84 years,36,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/8/2018,11790,,11904,1,
75-84 years,37,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/15/2018,11827,,12016,1,
75-84 years,38,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/22/2018,11876,,12305,1,
75-84 years,39,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/29/2018,11954,,12207,1,
75-84 years,40,2015-2019,2018,United States,  ,US,,Predicted (weighted),10/6/2018,12252,,12578,1,
75-84 years,41,2015-2019,2018,United States,  ,US,,Predicted (weighted),10/13/2018,12175,,12208,1,
75-84 years,42,2015-2019,2018,United States,  ,US,,Predicted (weighted),10/20/2018,12370,,12803,1,
75-84 years,43,2015-2019,2018,United States,  ,US,,Predicted (weighted),10/27/2018,12529,,13044,1,
75-84 years,44,2015-2019,2018,United States,  ,US,,Predicted (weighted),11/3/2018,12546,,12735,1,
75-84 years,45,2015-2019,2018,United States,  ,US,,Predicted (weighted),11/10/2018,12546,,12951,1,
75-84 years,46,2015-2019,2018,United States,  ,US,,Predicted (weighted),11/17/2018,12782,,13169,1,
75-84 years,47,2015-2019,2018,United States,  ,US,,Predicted (weighted),11/24/2018,12797,,13125,1,
75-84 years,48,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/1/2018,12902,,13356,1,
75-84 years,49,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/8/2018,13202,,13498,1,
75-84 years,50,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/15/2018,13308,,13520,1,
75-84 years,51,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/22/2018,13567,,13749,1,
75-84 years,52,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/29/2018,13684,,13844,1,
85 years and older,1,2015-2019,2018,United States,  ,US,,Predicted (weighted),1/6/2018,19741,,21733,1,
85 years and older,2,2015-2019,2018,United States,  ,US,,Predicted (weighted),1/13/2018,20073,,22636,1,
85 years and older,3,2015-2019,2018,United States,  ,US,,Predicted (weighted),1/20/2018,19551,,21684,1,
85 years and older,4,2015-2019,2018,United States,  ,US,,Predicted (weighted),1/27/2018,19153,,21024,1,
85 years and older,5,2015-2019,2018,United States,  ,US,,Predicted (weighted),2/3/2018,18838,,19941,1,
85 years and older,6,2015-2019,2018,United States,  ,US,,Predicted (weighted),2/10/2018,18568,,19729,1,
85 years and older,7,2015-2019,2018,United States,  ,US,,Predicted (weighted),2/17/2018,18616,,19406,1,
85 years and older,8,2015-2019,2018,United States,  ,US,,Predicted (weighted),2/24/2018,18358,,18693,1,
85 years and older,9,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/3/2018,18004,,17827,1,
85 years and older,10,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/10/2018,18120,,17996,1,
85 years and older,11,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/17/2018,17705,,17795,1,
85 years and older,12,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/24/2018,17863,,17993,1,
85 years and older,13,2015-2019,2018,United States,  ,US,,Predicted (weighted),3/31/2018,17406,,17588,1,
85 years and older,14,2015-2019,2018,United States,  ,US,,Predicted (weighted),4/7/2018,17124,,17274,1,
85 years and older,15,2015-2019,2018,United States,  ,US,,Predicted (weighted),4/14/2018,17070,,17360,1,
85 years and older,16,2015-2019,2018,United States,  ,US,,Predicted (weighted),4/21/2018,16739,,16941,1,
85 years and older,17,2015-2019,2018,United States,  ,US,,Predicted (weighted),4/28/2018,16421,,16905,1,
85 years and older,18,2015-2019,2018,United States,  ,US,,Predicted (weighted),5/5/2018,16247,,16622,1,
85 years and older,19,2015-2019,2018,United States,  ,US,,Predicted (weighted),5/12/2018,15801,,15788,1,
85 years and older,20,2015-2019,2018,United States,  ,US,,Predicted (weighted),5/19/2018,15799,,15349,1,
85 years and older,21,2015-2019,2018,United States,  ,US,,Predicted (weighted),5/26/2018,15710,,15533,1,
85 years and older,22,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/2/2018,15435,,15195,1,
85 years and older,23,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/9/2018,15529,,15622,1,
85 years and older,24,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/16/2018,15424,,15527,1,
85 years and older,25,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/23/2018,15275,,15403,1,
85 years and older,26,2015-2019,2018,United States,  ,US,,Predicted (weighted),6/30/2018,15217,,15167,1,
85 years and older,27,2015-2019,2018,United States,  ,US,,Predicted (weighted),7/7/2018,15184,,15202,1,
85 years and older,28,2015-2019,2018,United States,  ,US,,Predicted (weighted),7/14/2018,15170,,15243,1,
85 years and older,29,2015-2019,2018,United States,  ,US,,Predicted (weighted),7/21/2018,15066,,15275,1,
85 years and older,30,2015-2019,2018,United States,  ,US,,Predicted (weighted),7/28/2018,14956,,14935,1,
85 years and older,31,2015-2019,2018,United States,  ,US,,Predicted (weighted),8/4/2018,14919,,14877,1,
85 years and older,32,2015-2019,2018,United States,  ,US,,Predicted (weighted),8/11/2018,15048,,15032,1,
85 years and older,33,2015-2019,2018,United States,  ,US,,Predicted (weighted),8/18/2018,15001,,15063,1,
85 years and older,34,2015-2019,2018,United States,  ,US,,Predicted (weighted),8/25/2018,15003,,14918,1,
85 years and older,35,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/1/2018,15085,,15281,1,
85 years and older,36,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/8/2018,15145,,14882,1,
85 years and older,37,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/15/2018,15454,,15342,1,
85 years and older,38,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/22/2018,15552,,15458,1,
85 years and older,39,2015-2019,2018,United States,  ,US,,Predicted (weighted),9/29/2018,15540,,15423,1,
85 years and older,40,2015-2019,2018,United States,  ,US,,Predicted (weighted),10/6/2018,15786,,15763,1,
85 years and older,41,2015-2019,2018,United States,  ,US,,Predicted (weighted),10/13/2018,15938,,15830,1,
85 years and older,42,2015-2019,2018,United States,  ,US,,Predicted (weighted),10/20/2018,16210,,16177,1,
85 years and older,43,2015-2019,2018,United States,  ,US,,Predicted (weighted),10/27/2018,16251,,16496,1,
85 years and older,44,2015-2019,2018,United States,  ,US,,Predicted (weighted),11/3/2018,16399,,16807,1,
85 years and older,45,2015-2019,2018,United States,  ,US,,Predicted (weighted),11/10/2018,16446,,16459,1,
85 years and older,46,2015-2019,2018,United States,  ,US,,Predicted (weighted),11/17/2018,16817,,16866,1,
85 years and older,47,2015-2019,2018,United States,  ,US,,Predicted (weighted),11/24/2018,16857,,17189,1,
85 years and older,48,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/1/2018,17015,,17241,1,
85 years and older,49,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/8/2018,17403,,17475,1,
85 years and older,50,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/15/2018,17667,,17872,1,
85 years and older,51,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/22/2018,17881,,17771,1,
85 years and older,52,2015-2019,2018,United States,  ,US,,Predicted (weighted),12/29/2018,18082,,17136,1,
65-74 years,1,2015-2019,2019,United States,  ,US,,Predicted (weighted),1/5/2019,11119,,11231,1,
65-74 years,2,2015-2019,2019,United States,  ,US,,Predicted (weighted),1/12/2019,11229,,11372,1,
65-74 years,3,2015-2019,2019,United States,  ,US,,Predicted (weighted),1/19/2019,10909,,11312,1,
65-74 years,4,2015-2019,2019,United States,  ,US,,Predicted (weighted),1/26/2019,10755,,11216,1,
65-74 years,5,2015-2019,2019,United States,  ,US,,Predicted (weighted),2/2/2019,10737,,11202,1,
65-74 years,6,2015-2019,2019,United States,  ,US,,Predicted (weighted),2/9/2019,10944,,11471,1,
65-74 years,7,2015-2019,2019,United States,  ,US,,Predicted (weighted),2/16/2019,10759,,11319,1,
65-74 years,8,2015-2019,2019,United States,  ,US,,Predicted (weighted),2/23/2019,10681,,11265,1,
65-74 years,9,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/2/2019,10680,,11425,1,
65-74 years,10,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/9/2019,10694,,11533,1,
65-74 years,11,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/16/2019,10551,,11341,1,
65-74 years,12,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/23/2019,10376,,11034,1,
65-74 years,13,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/30/2019,10342,,10914,1,
65-74 years,14,2015-2019,2019,United States,  ,US,,Predicted (weighted),4/6/2019,10366,,10916,1,
65-74 years,15,2015-2019,2019,United States,  ,US,,Predicted (weighted),4/13/2019,10274,,10810,1,
65-74 years,16,2015-2019,2019,United States,  ,US,,Predicted (weighted),4/20/2019,10086,,10511,1,
65-74 years,17,2015-2019,2019,United States,  ,US,,Predicted (weighted),4/27/2019,9987,,10533,1,
65-74 years,18,2015-2019,2019,United States,  ,US,,Predicted (weighted),5/4/2019,10024,,10652,1,
65-74 years,19,2015-2019,2019,United States,  ,US,,Predicted (weighted),5/11/2019,9840,,10407,1,
65-74 years,20,2015-2019,2019,United States,  ,US,,Predicted (weighted),5/18/2019,9707,,10409,1,
65-74 years,21,2015-2019,2019,United States,  ,US,,Predicted (weighted),5/25/2019,9731,,10549,1,
65-74 years,22,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/1/2019,9597,,10206,1,
65-74 years,23,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/8/2019,9738,,10360,1,
65-74 years,24,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/15/2019,9691,,10389,1,
65-74 years,25,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/22/2019,9691,,10315,1,
65-74 years,26,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/29/2019,9637,,10199,1,
65-74 years,27,2015-2019,2019,United States,  ,US,,Predicted (weighted),7/6/2019,9664,,10149,1,
65-74 years,28,2015-2019,2019,United States,  ,US,,Predicted (weighted),7/13/2019,9581,,10113,1,
65-74 years,29,2015-2019,2019,United States,  ,US,,Predicted (weighted),7/20/2019,9538,,10194,1,
65-74 years,30,2015-2019,2019,United States,  ,US,,Predicted (weighted),7/27/2019,9525,,10049,1,
65-74 years,31,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/3/2019,9548,,10099,1,
65-74 years,32,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/10/2019,9525,,10066,1,
65-74 years,33,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/17/2019,9639,,10174,1,
65-74 years,34,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/24/2019,9498,,10007,1,
65-74 years,35,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/31/2019,9664,,10163,1,
65-74 years,36,2015-2019,2019,United States,  ,US,,Predicted (weighted),9/7/2019,9570,,9975,1,
65-74 years,37,2015-2019,2019,United States,  ,US,,Predicted (weighted),9/14/2019,9723,,10145,1,
65-74 years,38,2015-2019,2019,United States,  ,US,,Predicted (weighted),9/21/2019,9669,,9984,1,
65-74 years,39,2015-2019,2019,United States,  ,US,,Predicted (weighted),9/28/2019,9750,,10432,1,
65-74 years,40,2015-2019,2019,United States,  ,US,,Predicted (weighted),10/5/2019,9858,,10200,1,
65-74 years,41,2015-2019,2019,United States,  ,US,,Predicted (weighted),10/12/2019,9854,,10405,1,
65-74 years,42,2015-2019,2019,United States,  ,US,,Predicted (weighted),10/19/2019,9991,,10706,1,
65-74 years,43,2015-2019,2019,United States,  ,US,,Predicted (weighted),10/26/2019,10021,,10621,1,
65-74 years,44,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/2/2019,10053,,10468,1,
65-74 years,45,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/9/2019,10157,,11028,1,
65-74 years,46,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/16/2019,10264,,10906,1,
65-74 years,47,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/23/2019,10296,,11162,1,
65-74 years,48,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/30/2019,10389,,10763,1,
65-74 years,49,2015-2019,2019,United States,  ,US,,Predicted (weighted),12/7/2019,10599,,11096,1,
65-74 years,50,2015-2019,2019,United States,  ,US,,Predicted (weighted),12/14/2019,10572,,11016,1,
65-74 years,51,2015-2019,2019,United States,  ,US,,Predicted (weighted),12/21/2019,10733,,11206,1,
65-74 years,52,2015-2019,2019,United States,  ,US,,Predicted (weighted),12/28/2019,10873,,11293,1,
75-84 years,1,2015-2019,2019,United States,  ,US,,Predicted (weighted),1/5/2019,14322,,13947,1,
75-84 years,2,2015-2019,2019,United States,  ,US,,Predicted (weighted),1/12/2019,14432,,14203,1,
75-84 years,3,2015-2019,2019,United States,  ,US,,Predicted (weighted),1/19/2019,14193,,14124,1,
75-84 years,4,2015-2019,2019,United States,  ,US,,Predicted (weighted),1/26/2019,14016,,14184,1,
75-84 years,5,2015-2019,2019,United States,  ,US,,Predicted (weighted),2/2/2019,13846,,14199,1,
75-84 years,6,2015-2019,2019,United States,  ,US,,Predicted (weighted),2/9/2019,13895,,14224,1,
75-84 years,7,2015-2019,2019,United States,  ,US,,Predicted (weighted),2/16/2019,13801,,14155,1,
75-84 years,8,2015-2019,2019,United States,  ,US,,Predicted (weighted),2/23/2019,13599,,14108,1,
75-84 years,9,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/2/2019,13434,,13994,1,
75-84 years,10,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/9/2019,13477,,14036,1,
75-84 years,11,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/16/2019,13247,,13964,1,
75-84 years,12,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/23/2019,13131,,13761,1,
75-84 years,13,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/30/2019,13020,,13816,1,
75-84 years,14,2015-2019,2019,United States,  ,US,,Predicted (weighted),4/6/2019,12986,,13921,1,
75-84 years,15,2015-2019,2019,United States,  ,US,,Predicted (weighted),4/13/2019,12927,,13557,1,
75-84 years,16,2015-2019,2019,United States,  ,US,,Predicted (weighted),4/20/2019,12577,,13135,1,
75-84 years,17,2015-2019,2019,United States,  ,US,,Predicted (weighted),4/27/2019,12532,,13066,1,
75-84 years,18,2015-2019,2019,United States,  ,US,,Predicted (weighted),5/4/2019,12417,,12966,1,
75-84 years,19,2015-2019,2019,United States,  ,US,,Predicted (weighted),5/11/2019,12263,,13133,1,
75-84 years,20,2015-2019,2019,United States,  ,US,,Predicted (weighted),5/18/2019,12103,,12980,1,
75-84 years,21,2015-2019,2019,United States,  ,US,,Predicted (weighted),5/25/2019,12074,,13068,1,
75-84 years,22,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/1/2019,11866,,12523,1,
75-84 years,23,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/8/2019,11950,,12644,1,
75-84 years,24,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/15/2019,11801,,12592,1,
75-84 years,25,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/22/2019,11820,,12514,1,
75-84 years,26,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/29/2019,11855,,12488,1,
75-84 years,27,2015-2019,2019,United States,  ,US,,Predicted (weighted),7/6/2019,11738,,12409,1,
75-84 years,28,2015-2019,2019,United States,  ,US,,Predicted (weighted),7/13/2019,11802,,12365,1,
75-84 years,29,2015-2019,2019,United States,  ,US,,Predicted (weighted),7/20/2019,11703,,12258,1,
75-84 years,30,2015-2019,2019,United States,  ,US,,Predicted (weighted),7/27/2019,11643,,12312,1,
75-84 years,31,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/3/2019,11645,,12308,1,
75-84 years,32,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/10/2019,11676,,12304,1,
75-84 years,33,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/17/2019,11718,,12123,1,
75-84 years,34,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/24/2019,11705,,12228,1,
75-84 years,35,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/31/2019,11755,,12295,1,
75-84 years,36,2015-2019,2019,United States,  ,US,,Predicted (weighted),9/7/2019,11790,,12363,1,
75-84 years,37,2015-2019,2019,United States,  ,US,,Predicted (weighted),9/14/2019,11827,,12495,1,
75-84 years,38,2015-2019,2019,United States,  ,US,,Predicted (weighted),9/21/2019,11876,,12393,1,
75-84 years,39,2015-2019,2019,United States,  ,US,,Predicted (weighted),9/28/2019,11954,,12691,1,
75-84 years,40,2015-2019,2019,United States,  ,US,,Predicted (weighted),10/5/2019,12252,,12607,1,
75-84 years,41,2015-2019,2019,United States,  ,US,,Predicted (weighted),10/12/2019,12175,,12820,1,
75-84 years,42,2015-2019,2019,United States,  ,US,,Predicted (weighted),10/19/2019,12370,,12981,1,
75-84 years,43,2015-2019,2019,United States,  ,US,,Predicted (weighted),10/26/2019,12529,,13203,1,
75-84 years,44,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/2/2019,12546,,13228,1,
75-84 years,45,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/9/2019,12546,,13237,1,
75-84 years,46,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/16/2019,12782,,13534,1,
75-84 years,47,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/23/2019,12797,,13646,1,
75-84 years,48,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/30/2019,12902,,13522,1,
75-84 years,49,2015-2019,2019,United States,  ,US,,Predicted (weighted),12/7/2019,13202,,14029,1,
75-84 years,50,2015-2019,2019,United States,  ,US,,Predicted (weighted),12/14/2019,13308,,14023,1,
75-84 years,51,2015-2019,2019,United States,  ,US,,Predicted (weighted),12/21/2019,13567,,14069,1,
75-84 years,52,2015-2019,2019,United States,  ,US,,Predicted (weighted),12/28/2019,13684,,14162,1,
85 years and older,1,2015-2019,2019,United States,  ,US,,Predicted (weighted),1/5/2019,19741,,18214,1,
85 years and older,2,2015-2019,2019,United States,  ,US,,Predicted (weighted),1/12/2019,20073,,18171,1,
85 years and older,3,2015-2019,2019,United States,  ,US,,Predicted (weighted),1/19/2019,19551,,18525,1,
85 years and older,4,2015-2019,2019,United States,  ,US,,Predicted (weighted),1/26/2019,19153,,18112,1,
85 years and older,5,2015-2019,2019,United States,  ,US,,Predicted (weighted),2/2/2019,18838,,18264,1,
85 years and older,6,2015-2019,2019,United States,  ,US,,Predicted (weighted),2/9/2019,18568,,18208,1,
85 years and older,7,2015-2019,2019,United States,  ,US,,Predicted (weighted),2/16/2019,18616,,18080,1,
85 years and older,8,2015-2019,2019,United States,  ,US,,Predicted (weighted),2/23/2019,18358,,18188,1,
85 years and older,9,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/2/2019,18004,,17837,1,
85 years and older,10,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/9/2019,18120,,18255,1,
85 years and older,11,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/16/2019,17705,,18140,1,
85 years and older,12,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/23/2019,17863,,18040,1,
85 years and older,13,2015-2019,2019,United States,  ,US,,Predicted (weighted),3/30/2019,17406,,17836,1,
85 years and older,14,2015-2019,2019,United States,  ,US,,Predicted (weighted),4/6/2019,17124,,17479,1,
85 years and older,15,2015-2019,2019,United States,  ,US,,Predicted (weighted),4/13/2019,17070,,17055,1,
85 years and older,16,2015-2019,2019,United States,  ,US,,Predicted (weighted),4/20/2019,16739,,16837,1,
85 years and older,17,2015-2019,2019,United States,  ,US,,Predicted (weighted),4/27/2019,16421,,16229,1,
85 years and older,18,2015-2019,2019,United States,  ,US,,Predicted (weighted),5/4/2019,16247,,16424,1,
85 years and older,19,2015-2019,2019,United States,  ,US,,Predicted (weighted),5/11/2019,15801,,16007,1,
85 years and older,20,2015-2019,2019,United States,  ,US,,Predicted (weighted),5/18/2019,15799,,16419,1,
85 years and older,21,2015-2019,2019,United States,  ,US,,Predicted (weighted),5/25/2019,15710,,16275,1,
85 years and older,22,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/1/2019,15435,,15937,1,
85 years and older,23,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/8/2019,15529,,15963,1,
85 years and older,24,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/15/2019,15424,,15966,1,
85 years and older,25,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/22/2019,15275,,15674,1,
85 years and older,26,2015-2019,2019,United States,  ,US,,Predicted (weighted),6/29/2019,15217,,15715,1,
85 years and older,27,2015-2019,2019,United States,  ,US,,Predicted (weighted),7/6/2019,15184,,15549,1,
85 years and older,28,2015-2019,2019,United States,  ,US,,Predicted (weighted),7/13/2019,15170,,15526,1,
85 years and older,29,2015-2019,2019,United States,  ,US,,Predicted (weighted),7/20/2019,15066,,15355,1,
85 years and older,30,2015-2019,2019,United States,  ,US,,Predicted (weighted),7/27/2019,14956,,15385,1,
85 years and older,31,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/3/2019,14919,,15423,1,
85 years and older,32,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/10/2019,15048,,15540,1,
85 years and older,33,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/17/2019,15001,,15248,1,
85 years and older,34,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/24/2019,15003,,15201,1,
85 years and older,35,2015-2019,2019,United States,  ,US,,Predicted (weighted),8/31/2019,15085,,15110,1,
85 years and older,36,2015-2019,2019,United States,  ,US,,Predicted (weighted),9/7/2019,15145,,15516,1,
85 years and older,37,2015-2019,2019,United States,  ,US,,Predicted (weighted),9/14/2019,15454,,15564,1,
85 years and older,38,2015-2019,2019,United States,  ,US,,Predicted (weighted),9/21/2019,15552,,15850,1,
85 years and older,39,2015-2019,2019,United States,  ,US,,Predicted (weighted),9/28/2019,15540,,15903,1,
85 years and older,40,2015-2019,2019,United States,  ,US,,Predicted (weighted),10/5/2019,15786,,15955,1,
85 years and older,41,2015-2019,2019,United States,  ,US,,Predicted (weighted),10/12/2019,15938,,16259,1,
85 years and older,42,2015-2019,2019,United States,  ,US,,Predicted (weighted),10/19/2019,16210,,16704,1,
85 years and older,43,2015-2019,2019,United States,  ,US,,Predicted (weighted),10/26/2019,16251,,16545,1,
85 years and older,44,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/2/2019,16399,,16520,1,
85 years and older,45,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/9/2019,16446,,17097,1,
85 years and older,46,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/16/2019,16817,,17252,1,
85 years and older,47,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/23/2019,16857,,17292,1,
85 years and older,48,2015-2019,2019,United States,  ,US,,Predicted (weighted),11/30/2019,17015,,17151,1,
85 years and older,49,2015-2019,2019,United States,  ,US,,Predicted (weighted),12/7/2019,17403,,17560,1,
85 years and older,50,2015-2019,2019,United States,  ,US,,Predicted (weighted),12/14/2019,17667,,18129,1,
85 years and older,51,2015-2019,2019,United States,  ,US,,Predicted (weighted),12/21/2019,17881,,17824,1,
85 years and older,52,2015-2019,2019,United States,  ,US,,Predicted (weighted),12/28/2019,18082,,18284,1,
65-74 years,1,2020,2020,United States,  ,US,,Predicted (weighted),1/4/2020,11782,663,11782,1,6
65-74 years,2,2020,2020,United States,  ,US,,Predicted (weighted),1/11/2020,12080,851,12080,1,7.6
65-74 years,3,2020,2020,United States,  ,US,,Predicted (weighted),1/18/2020,11741,832,11741,1,7.6
65-74 years,4,2020,2020,United States,  ,US,,Predicted (weighted),1/25/2020,11765,1010,11765,1,9.4
65-74 years,5,2020,2020,United States,  ,US,,Predicted (weighted),2/1/2020,11654,917,11654,1,8.5
65-74 years,6,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/8/2020,11603,659,11603,1,6
65-74 years,7,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/15/2020,11594,835,11594,1,7.8
65-74 years,8,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/22/2020,11561,880,11561,1,8.2
65-74 years,9,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/29/2020,11757,1077,11757,1,10.1
65-74 years,10,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/7/2020,11823,1129,11823,1,10.6
65-74 years,11,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/14/2020,11705,1154,11705,1,10.9
65-74 years,12,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/21/2020,11792,1416,11792,1,13.6
65-74 years,13,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/28/2020,12269,1927,12269,1,18.6
65-74 years,14,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/4/2020,14455,4089,14455,1,39.4
65-74 years,15,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/11/2020,15911,5637,15911,1,54.9
65-74 years,16,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/18/2020,15091,5005,15091,1,49.6
65-74 years,17,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/25/2020,14204,4217,14204,1,42.2
65-74 years,18,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/2/2020,13757,3733,13757,1,37.2
